Year,Rain
07+AC0-1991,69.05
08+AC0-1991,86.444
09+AC0-1991,85.195
10+AC0-1991,285.118
11+AC0-1991,26.568
12+AC0-1991,0.32
01+AC0-1992,0.071
02+AC0-1992,0
03+AC0-1992,0
04+AC0-1992,10.61
05+AC0-1992,108.712
06+AC0-1992,159.065
07+AC0-1992,149.411
08+AC0-1992,80.328
09+AC0-1992,100.15
10+AC0-1992,159.647
11+AC0-1992,50.401
12+AC0-1992,1.042
01+AC0-1993,0
02+AC0-1993,0.015
03+AC0-1993,24.73
04+AC0-1993,40.832
05+AC0-1993,122.394
06+AC0-1993,127.303
07+AC0-1993,85.223
08+AC0-1993,92.275
09+AC0-1993,152.133
10+AC0-1993,180.645
11+AC0-1993,34.255
12+AC0-1993,73.323
01+AC0-1994,0.434
02+AC0-1994,1.41
03+AC0-1994,4.868
04+AC0-1994,18.343
05+AC0-1994,92.136
06+AC0-1994,43.557
07+AC0-1994,98.224
08+AC0-1994,49.76
09+AC0-1994,51.714
10+AC0-1994,199.805
11+AC0-1994,35.93
12+AC0-1994,6.666
01+AC0-1995,16.369
02+AC0-1995,0.095
03+AC0-1995,15.616
04+AC0-1995,36.338
05+AC0-1995,170.959
06+AC0-1995,90.003
07+AC0-1995,96.585
08+AC0-1995,162.77
09+AC0-1995,158.1
10+AC0-1995,174.222
11+AC0-1995,19.971
12+AC0-1995,0.247
01+AC0-1996,0.029
02+AC0-1996,0.037
03+AC0-1996,0.704
04+AC0-1996,101.242
05+AC0-1996,126.53
06+AC0-1996,206.435
07+AC0-1996,51.527
08+AC0-1996,203.064
09+AC0-1996,171.74
10+AC0-1996,184.89
11+AC0-1996,13.344
12+AC0-1996,21.866
01+AC0-1997,4.441
02+AC0-1997,0
03+AC0-1997,22.577
04+AC0-1997,73.29
05+AC0-1997,83.37
06+AC0-1997,76.097
07+AC0-1997,33.478
08+AC0-1997,114.252
09+AC0-1997,161.381
10+AC0-1997,314.376
11+AC0-1997,180.439
12+AC0-1997,27.5
01+AC0-1998,0.029
02+AC0-1998,0.176
03+AC0-1998,0.19
04+AC0-1998,95.813
05+AC0-1998,125.056
06+AC0-1998,59.412
07+AC0-1998,214.568
08+AC0-1998,256.596
09+AC0-1998,144.877
10+AC0-1998,219.25
11+AC0-1998,57.153
12+AC0-1998,45.443
01+AC0-1999,0.044
02+AC0-1999,10.569
03+AC0-1999,0.558
04+AC0-1999,77.58
05+AC0-1999,226.05
06+AC0-1999,73.117
07+AC0-1999,99.256
08+AC0-1999,68.211
09+AC0-1999,100.092
10+AC0-1999,194.14
11+AC0-1999,67.572
12+AC0-1999,5.645
01+AC0-2000,0.037
02+AC0-2000,11.832
03+AC0-2000,0.074
04+AC0-2000,80.108
05+AC0-2000,73.289
06+AC0-2000,89.692
07+AC0-2000,99.856
08+AC0-2000,193.458
09+AC0-2000,132.482
10+AC0-2000,291.835
11+AC0-2000,13.405
12+AC0-2000,14.699
01+AC0-2001,0.456
02+AC0-2001,0.117
03+AC0-2001,3.645
04+AC0-2001,102.717
05+AC0-2001,71.598
06+AC0-2001,35.69
07+AC0-2001,97.213
08+AC0-2001,64.211
09+AC0-2001,150.754
10+AC0-2001,165.144
11+AC0-2001,32.037
12+AC0-2001,8.252
01+AC0-2002,0.611
02+AC0-2002,0.122
03+AC0-2002,0.705
04+AC0-2002,10.388
05+AC0-2002,218.097
06+AC0-2002,160.305
07+AC0-2002,33.805
08+AC0-2002,40.268
09+AC0-2002,60.213
10+AC0-2002,183.967
11+AC0-2002,35.172
12+AC0-2002,4.541
